# gunzip -c exp/tri2b/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Mon May 17 09:17:03 UTC 2021
#
At utterance begin, SIL accounts for 92.9% of phone occurrences, with duration (median, mean, 95-percentile) is (31,38.1,82) frames.
At utterance begin, nonsilence accounts for 7.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.8,21) frames.
At utterance begin, kh_B accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.1,18) frames.
At utterance begin, k_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,14.0,38) frames.
At utterance end, SIL accounts for 90.0% of phone occurrences, with duration (median, mean, 95-percentile) is (29,44.0,112) frames.
At utterance end, nonsilence accounts for 10.0% of phone occurrences, with duration (median, mean, 95-percentile) is (24,28.4,58) frames.
At utterance end, ng^2_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (29,39.2,115) frames.
At utterance end, z^0_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (22,24.3,46) frames.
At utterance end, j^1_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (23,23.4,36) frames.
At utterance end, j^4_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (29,29.5,40) frames.
At utterance end, t^1_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (17,20.7,49) frames.
At utterance end, z^3_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (22,25.2,55) frames.
Overall, nonsilence accounts for 90.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.8,24) frames.
Overall, SIL accounts for 9.8% of phone occurrences, with duration (median, mean, 95-percentile) is (27,35.2,90) frames.
Overall, a_I accounts for 7.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,14) frames.
Overall, aa_I accounts for 6.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.4,29) frames.
Overall, ii_I accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.4,29) frames.
Overall, n^0_E accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.7,29) frames.
Overall, @@_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.3,27) frames.
Overall, n_B accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,12) frames.
Overall, z^0_E accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.5,24) frames.
Overall, s_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.2,19) frames.
Overall, m_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,12) frames.
Overall, i_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.5,15) frames.
Overall, th_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,13) frames.
Overall, z^0_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.6,10) frames.
Overall, kh_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.0,17) frames.
Overall, z^1_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.2,11) frames.
Overall, z^2_E accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.3,23) frames.
Overall, z_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,12) frames.
Overall, j^0_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (11,14.2,32) frames.
Overall, k_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.7,16) frames.
Overall, o_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.0,17) frames.
Overall, t^1_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.3,25) frames.
Overall, r_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.8,18) frames.
Overall, ng^0_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.8,30) frames.
Overall, z^3_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.7,23) frames.
Overall, z^3_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.3,10) frames.
Overall, ng^2_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.4,36) frames.
Overall, ph_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.5,15) frames.
Overall, d_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.5,14) frames.
Overall, t_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.1,11) frames.
Overall, m^0_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.3,29) frames.
Overall, uu_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.1,28) frames.
Overall, z^1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.3,22) frames.
Overall, xx_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.3,29) frames.
Overall, oo_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.0,26) frames.
Overall, k^1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.3,29) frames.
Overall, l_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,14) frames.
Overall, r_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,13) frames.
Overall, n_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.1,10) frames.
Overall, p_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.0,13) frames.
Overall, e_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,15) frames.
Overall, ng^4_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.9,30) frames.
Overall, b_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,13) frames.
Overall, p^1_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.9,19) frames.
Overall, u_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.6,17) frames.
Overall, th_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.8,14) frames.
Overall, j^2_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.9,32) frames.
Overall, ch_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.7,18) frames.
Overall, w_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,14) frames.
Overall, c_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.5,12) frames.
Overall, s_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.8,17) frames.
Overall, uua_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,24) frames.
Overall, z^4_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.0,28) frames.
Overall, vva_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.2,26) frames.
Overall, d_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.2,10) frames.
Overall, v_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.6,18) frames.
